Source	Target	Weights
gi13929094	gi7638159	0.0
gi13929094	gi17546751	0.0
gi13929094	gi13357995	0.0
gi13929094	gi23101955	0.0
gi13929094	gi23058236	0.0
gi13929094	gi19310948	0.0
gi13929094	gi9967069	0.0
gi13929094	gi7272374	0.0
gi13929094	gi6322218	0.0
gi13929094	gi22125140	0.0
gi13929094	gi1718044	0.0
gi13929094	gi171366	0.0
gi13929094	gi16122873	0.0
gi13929094	gi914897	0.0
gi13929094	gi2340847	0.0
gi13929094	gi16272483	0.0
gi13929094	gi19856524	0.0
gi13929094	gi644509	0.0
gi13929094	gi5922016	0.0
gi13929094	gi21264318	0.0
gi13929094	gi5922018	0.0
gi13929094	gi21311925	0.0
gi13929094	gi178547	0.0
gi13929094	gi171053	0.0
gi13929094	gi421269	0.0
gi13929094	gi6323606	0.0
gi13929094	gi24115394	0.0
gi13929094	gi16132149	0.0
gi13929094	gi15804904	0.0
gi13929094	gi3122249	0.0
gi13929094	gi15595638	0.0
gi13929094	gi23062845	0.0
gi13929094	gi608499	0.0
gi13929094	gi2624847	0.0
gi13929094	gi7245287	0.0
gi13929094	gi137070	0.0
gi13929094	gi400909	0.0
gi13929094	gi3287737	0.0
gi13929094	gi279582	0.0
gi13929094	gi7331	0.0
gi13929094	gi12644702	0.0
gi13929094	gi13022196	0.0
gi13929094	gi191173	0.0
gi13929094	gi191364	0.0
gi13929094	gi22976226	0.0
gi13929094	gi2506025	0.0
gi13929094	gi131696	0.0
gi13929094	gi8895751	0.0
gi13929094	gi11359582	0.0
gi13929094	gi16945394	0.0
gi13929094	gi15803675	0.0
gi13929094	gi19111945	0.0
gi13929094	gi14192678	0.0
gi13929094	gi15833269	0.0
gi13929094	gi15600061	0.0
gi13929094	gi23200220	0.0
gi13929094	gi995562	0.0
gi13929094	gi17532699	0.0
gi13929094	gi16767756	0.0
gi13929094	gi586164	0.0
gi13929094	gi16763320	0.0
gi13929094	gi23020534	0.0
gi13929094	gi21730171	0.0
gi13929094	gi16078516	0.0
gi13929094	gi23136289	0.0
gi13929094	gi22832393	0.0
gi13929094	gi8509	0.0
gi13929094	gi3915831	0.0
gi13929094	gi21294381	0.0
gi13929094	gi1346930	0.0
gi13929094	gi3287879	0.0
gi13929094	gi16078614	0.0
gi13929094	gi137074	0.0
gi13929094	gi3122654	0.0
gi13929094	gi227457	0.0
gi13929094	gi18404701	0.0
gi13929094	gi3287876	0.0
gi13929094	gi13194736	0.0
gi13929094	gi3915207	0.0
gi13929094	gi7484807	0.0
gi13929094	gi2098312	0.0
gi13929094	gi2392286	0.0
gi13929094	gi12084365	0.0
gi13929094	gi14719485	0.0
gi13929094	gi13786719	0.0
gi13929094	gi627281	0.0
gi13929094	gi728827	0.0
gi13929094	gi16080717	0.0
gi13929094	gi15212234	0.0
gi13929094	gi7839375	0.0
gi13929094	gi2507522	0.0
gi13929094	gi9837270	0.0
gi15833269	gi15803675	323.3062153431158
gi15833269	gi8895751	323.3062153431158
gi15833269	gi15643577	44.0
gi15833269	gi6226558	4.0
gi15833269	gi4033703	4.0
gi15833269	gi11890745	4.0
gi15833269	gi16130785	3.0969100130080562
gi15833269	gi15833010	3.0969100130080562
gi15833269	gi887833	3.0457574905606752
gi15833269	gi15803420	3.0
gi15833269	gi24115394	1.5528419686577808
gi15833269	gi16132149	1.5528419686577808
gi15833269	gi15804904	1.537602002101044
gi15833269	gi14579320	1.337242168318426
gi15833269	gi6633958	1.2924298239020637
gi15833269	gi6141557	1.2924298239020637
gi15833269	gi4758426	1.2006594505464183
gi15833269	gi586164	1.1739251972991736
gi15833269	gi6330926	1.1249387366083
gi15833269	gi11837778	1.080921907623926
gi15833269	gi7320802	1.0506099933550872
gi15833269	gi1346930	1.0222763947111522
gi15833269	gi7272374	1.0132282657337552
gi15833269	gi9967069	1.0
gi15833269	gi13357995	1.0
gi15833269	gi16767756	1.0
gi15833269	gi16078614	1.0
gi15833269	gi15595634	0.8860566476931632
gi15833269	gi16763320	0.8860566476931632
gi15833269	gi4249601	0.7958800173440752
gi15833269	gi15925280	0.494850021680094
gi15833269	gi16120505	0.3979400086720376
gi15833269	gi6753960	0.3372421683184259
gi15833269	gi20270696	0.3372421683184259
gi15833269	gi914897	0.3279021420642826
gi15833269	gi19856524	0.3098039199714863
gi15833269	gi16078516	0.23657200643706275
gi15833269	gi17986930	0.022276394711152253
gi15833269	gi23502230	0.01322826573375516
gi15833269	gi15612817	0.0
gi15833269	gi22125140	0.0
gi15833269	gi16122873	0.0
gi15833269	gi1718044	0.0
gi15833269	gi15889672	0.0
gi15833269	gi1174889	0.0
gi15833269	gi7839375	0.0
gi15833269	gi22988607	0.0
gi15833269	gi13605430	0.0
gi15833269	gi19338960	0.0
gi15833269	gi43635	0.0
gi15833269	gi5913962	0.0
gi15833269	gi16974909	0.0
gi15833269	gi15611138	0.0
gi15833269	gi16974911	0.0
gi15833269	gi17546751	0.0
gi15833269	gi23039910	0.0
gi15833269	gi2501623	0.0
gi15833269	gi15966223	0.0
gi15833269	gi421269	0.0
gi15833269	gi1073151	0.0
gi15833269	gi137073	0.0
gi15833269	gi13929094	0.0
gi15833269	gi7533042	0.0
gi15833269	gi21219743	0.0
gi15833269	gi3659633	0.0
gi15833269	gi21637244	0.0
gi15833269	gi3915207	0.0
gi15833269	gi2501620	0.0
gi15833269	gi21637179	0.0
gi15833269	gi23062845	0.0
gi15833269	gi348315	0.0
gi15833269	gi17987935	0.0
gi15833269	gi15595638	0.0
gi15833269	gi23020534	0.0
gi15833269	gi10336584	0.0
gi15833269	gi3334230	0.0
gi15833269	gi1174887	0.0
gi15833269	gi15608987	0.0
gi15833269	gi3688063	0.0
gi15833269	gi886331	0.0
gi15833269	gi227457	0.0
gi15833269	gi137074	0.0
gi15833269	gi1174891	0.0
gi15833269	gi19070377	0.0
gi15833269	gi13474128	0.0
gi15833269	gi23000615	0.0
gi15833269	gi21294189	0.0
gi15833269	gi2708800	0.0
gi15833269	gi21730171	0.0
gi15833269	gi2507522	0.0
gi15833269	gi3287879	0.0
gi15833269	gi22831365	0.0
gi15833269	gi4545295	0.0
gi15833269	gi17402589	0.0
gi15833269	gi137071	0.0
gi15833269	gi9931313	0.0
gi15833269	gi23136289	0.0
gi15833269	gi13959023	0.0
gi15833269	gi23501177	0.0
gi15833269	gi14599413	0.0
gi15833269	gi13194736	0.0
gi15833269	gi23058236	0.0
gi15833269	gi12313641	0.0
gi15833269	gi16272483	0.0
gi15833269	gi14599415	0.0
gi15833269	gi14599435	0.0
gi15833269	gi3287876	0.0
gi15833269	gi22832393	0.0
gi15833269	gi7484807	0.0
gi15833269	gi14599161	0.0
gi15833269	gi627281	0.0
gi15833269	gi16080717	0.0
gi15833269	gi21294381	0.0
gi15833269	gi14192678	0.0
gi15833269	gi8509	0.0
gi15833269	gi3915831	0.0
gi15833269	gi23027998	0.0
gi15833269	gi14278353	0.0
gi15833269	gi7245484	0.0
gi15833269	gi728827	0.0
gi15833269	gi15600061	0.0
gi15833269	gi18404701	0.0
gi15833269	gi3287737	0.0
gi15833269	gi3122654	0.0
gi15833269	gi2506025	0.0
gi15833269	gi131696	0.0
gi15833269	gi191173	0.0
gi15833269	gi191364	0.0
gi15833269	gi13938134	0.0
gi15833269	gi137070	0.0
gi15833269	gi2624847	0.0
gi15833269	gi7245287	0.0
gi15833269	gi15220459	0.0
gi15833269	gi15800666	0.0
gi15833269	gi2494043	0.0
gi15833269	gi4502079	0.0
gi15833269	gi399033	0.0
gi15833269	gi2494044	0.0
gi15833269	gi2134756	0.0
gi15833269	gi167228	0.0
gi15833269	gi465008	0.0
gi15833269	gi23101955	0.0
gi15833269	gi13928736	0.0
gi15833269	gi225714	0.0
gi15833269	gi224797	0.0
gi15833269	gi6753048	0.0
gi15833269	gi4557311	0.0
gi15833269	gi22976226	0.0
gi15833269	gi20302047	0.0
gi15833269	gi17231162	0.0
gi15833269	gi15807978	0.0
gi15833269	gi13022196	0.0
gi15833269	gi12644702	0.0
gi15833269	gi2340847	0.0
gi15833269	gi731075	0.0
gi15833269	gi16329675	0.0
gi15833269	gi23126033	0.0
gi137074	gi227457	323.3062153431158
gi137074	gi137073	323.3062153431158
gi137074	gi10336584	323.3062153431158
gi137074	gi15800666	323.3062153431158
gi137074	gi137070	323.3062153431158
gi137074	gi2624847	323.3062153431158
gi137074	gi7245287	323.3062153431158
gi137074	gi22988607	323.3062153431158
gi137074	gi23058236	323.3062153431158
gi137074	gi2340847	323.3062153431158
gi137074	gi23101955	323.3062153431158
gi137074	gi22976226	323.3062153431158
gi137074	gi15600061	323.3062153431158
gi137074	gi17546751	323.3062153431158
gi137074	gi23000615	323.3062153431158
gi137074	gi15966223	323.3062153431158
gi137074	gi1073151	323.3062153431158
gi137074	gi19070377	323.3062153431158
gi137074	gi15889672	323.3062153431158
gi137074	gi23027998	323.3062153431158
gi137074	gi17231162	323.3062153431158
gi137074	gi586164	323.3062153431158
gi137074	gi16329675	323.3062153431158
gi137074	gi23126033	323.3062153431158
gi137074	gi19310948	323.3062153431158
gi137074	gi2708800	323.3062153431158
gi137074	gi13474128	323.3062153431158
gi137074	gi23501177	323.3062153431158
gi137074	gi13959023	323.3062153431158
gi137074	gi22297549	323.3062153431158
gi137074	gi17987935	323.3062153431158
gi137074	gi3659633	323.3062153431158
gi137074	gi23020534	323.3062153431158
gi137074	gi16080717	323.3062153431158
gi137074	gi12313641	323.3062153431158
gi137074	gi15612817	323.3062153431158
gi137074	gi23039910	323.3062153431158
gi137074	gi7839375	323.3062153431158
gi137074	gi586167	323.3062153431158
gi137074	gi7245484	323.3062153431158
gi137074	gi14278353	323.3062153431158
gi137074	gi21219743	323.3062153431158
gi137074	gi16272483	323.3062153431158
gi137074	gi4249601	323.3062153431158
gi137074	gi15925280	323.3062153431158
gi137074	gi3915207	323.3062153431158
gi137074	gi731075	323.3062153431158
gi137074	gi15807978	323.3062153431158
gi137074	gi1174887	323.3062153431158
gi137074	gi7320802	323.3062153431158
gi137074	gi15220459	323.3062153431158
gi137074	gi1174891	323.3062153431158
gi137074	gi14579320	323.3062153431158
gi137074	gi14599435	323.3062153431158
gi137074	gi14599161	323.3062153431158
gi137074	gi14599415	323.3062153431158
gi137074	gi14599413	323.3062153431158
gi137074	gi16974911	323.3062153431158
gi137074	gi5913962	323.3062153431158
gi137074	gi15611138	323.3062153431158
gi137074	gi16974909	323.3062153431158
gi137074	gi13605430	323.3062153431158
gi137074	gi23136289	323.3062153431158
gi137074	gi17402589	323.3062153431158
gi137074	gi19338960	323.3062153431158
gi137074	gi43635	323.3062153431158
gi137074	gi6633958	323.3062153431158
gi137074	gi465008	323.3062153431158
gi137074	gi225714	323.3062153431158
gi137074	gi224797	323.3062153431158
gi137074	gi2507522	323.3062153431158
gi137074	gi14192678	323.3062153431158
gi137074	gi167228	323.3062153431158
gi137074	gi15608987	323.3062153431158
gi137074	gi2501623	323.3062153431158
gi137074	gi23502230	323.3062153431158
gi137074	gi17986930	323.3062153431158
gi137074	gi1174889	323.3062153431158
gi137074	gi2501620	323.3062153431158
gi137074	gi16122873	323.3062153431158
gi137074	gi1718044	323.3062153431158
gi137074	gi886331	323.3062153431158
gi137074	gi137071	323.3062153431158
gi137074	gi4545295	323.3062153431158
gi137074	gi19856524	323.3062153431158
gi137074	gi13357995	323.3062153431158
gi137074	gi9967069	323.3062153431158
gi137074	gi7272374	323.3062153431158
gi137074	gi421269	323.3062153431158
gi137074	gi3688063	323.3062153431158
gi137074	gi22125140	323.3062153431158
gi137074	gi22831365	323.3062153431158
gi137074	gi914897	178.69897000433602
gi137074	gi21637208	155.0
gi137074	gi21637205	152.39794000867204
gi137074	gi21637202	148.09691001300806
gi137074	gi21637192	148.0
gi137074	gi21637244	142.52287874528034
gi137074	gi21637179	141.69897000433602
gi137074	gi3122243	8.045757490560675
gi137074	gi9931313	8.0
gi137074	gi22218649	7.3979400086720375
gi137074	gi18478562	7.301029995663981
gi137074	gi21362600	7.301029995663981
gi137074	gi23062845	6.0
gi137074	gi3334230	5.698970004336019
gi137074	gi3122248	5.698970004336019
gi137074	gi15595638	4.301029995663981
gi137074	gi21730171	4.0
gi137074	gi3287876	3.6989700043360187
gi137074	gi3122249	3.5228787452803374
gi137074	gi16078516	3.3979400086720375
gi137074	gi12644702	3.0
gi137074	gi13022196	2.6989700043360187
gi137074	gi6226558	2.6989700043360187
gi137074	gi11890745	2.6989700043360187
gi137074	gi3287879	2.6989700043360187
gi137074	gi16078614	2.221848749616356
gi137074	gi13194736	2.154901959985743
gi137074	gi4033703	2.154901959985743
gi137074	gi3122654	1.853871964321762
gi137074	gi23200220	1.7212463990471711
gi137074	gi16080988	1.6382721639824072
gi137074	gi22988246	1.4559319556497243
gi137074	gi627281	1.3872161432802645
gi137074	gi16132149	1.2924298239020637
gi137074	gi24115394	1.2839966563652008
gi137074	gi1346930	1.154901959985743
gi137074	gi887833	1.0132282657337552
gi137074	gi16130785	1.0
gi137074	gi16767756	1.0
gi137074	gi3182927	0.8860566476931632
gi137074	gi15804904	0.8239087409443188
gi137074	gi6141557	0.6777807052660807
gi137074	gi15803420	0.431798275933005
gi137074	gi15833010	0.42021640338318983
gi137074	gi16763320	0.3098039199714863
gi137074	gi15595634	0.0
gi137074	gi6322218	0.0
gi137074	gi171366	0.0
gi137074	gi6330926	0.0
gi137074	gi16766629	0.0
gi137074	gi4758426	0.0
gi137074	gi11837778	0.0
gi137074	gi16762096	0.0
gi137074	gi17432321	0.0
gi137074	gi15833269	0.0
gi137074	gi8895751	0.0
gi137074	gi15803675	0.0
gi137074	gi15602430	0.0
gi137074	gi19111945	0.0
gi137074	gi995562	0.0
gi137074	gi18404701	0.0
gi137074	gi8509	0.0
gi137074	gi3915831	0.0
gi137074	gi18426812	0.0
gi137074	gi7484807	0.0
gi137074	gi2506025	0.0
gi137074	gi191364	0.0
gi137074	gi191173	0.0
gi137074	gi131696	0.0
gi22976226	gi2340847	323.3062153431158
gi22976226	gi17546751	323.3062153431158
gi22976226	gi22988607	323.3062153431158
gi22976226	gi23101955	323.3062153431158
gi22976226	gi23058236	323.3062153431158
gi22976226	gi15600061	323.3062153431158
gi22976226	gi23027998	323.3062153431158
gi22976226	gi15966223	323.3062153431158
gi22976226	gi23000615	323.3062153431158
gi22976226	gi1073151	323.3062153431158
gi22976226	gi17231162	323.3062153431158
gi22976226	gi19070377	323.3062153431158
gi22976226	gi23126033	323.3062153431158
gi22976226	gi16329675	323.3062153431158
gi22976226	gi137070	323.3062153431158
gi22976226	gi22297549	323.3062153431158
gi22976226	gi15889672	323.3062153431158
gi22976226	gi2624847	323.3062153431158
gi22976226	gi7245287	323.3062153431158
gi22976226	gi2708800	323.3062153431158
gi22976226	gi13474128	323.3062153431158
gi22976226	gi19310948	323.3062153431158
gi22976226	gi137074	323.3062153431158
gi22976226	gi3659633	323.3062153431158
gi22976226	gi227457	323.3062153431158
gi22976226	gi15800666	323.3062153431158
gi22976226	gi137073	323.3062153431158
gi22976226	gi13959023	323.3062153431158
gi22976226	gi586164	323.3062153431158
gi22976226	gi23501177	323.3062153431158
gi22976226	gi17987935	323.3062153431158
gi22976226	gi23039910	323.3062153431158
gi22976226	gi10336584	323.3062153431158
gi22976226	gi23020534	323.3062153431158
gi22976226	gi12313641	323.3062153431158
gi22976226	gi7839375	323.3062153431158
gi22976226	gi15612817	323.3062153431158
gi22976226	gi16080717	323.3062153431158
gi22976226	gi23136289	323.3062153431158
gi22976226	gi15807978	323.3062153431158
gi22976226	gi14599161	323.3062153431158
gi22976226	gi17402589	323.3062153431158
gi22976226	gi14599435	323.3062153431158
gi22976226	gi14599415	323.3062153431158
gi22976226	gi14599413	323.3062153431158
gi22976226	gi15220459	323.3062153431158
gi22976226	gi16272483	323.3062153431158
gi22976226	gi2501620	323.3062153431158
gi22976226	gi4249601	323.3062153431158
gi22976226	gi465008	323.3062153431158
gi22976226	gi225714	323.3062153431158
gi22976226	gi224797	323.3062153431158
gi22976226	gi167228	323.3062153431158
gi22976226	gi3915207	323.3062153431158
gi22976226	gi14579320	323.3062153431158
gi22976226	gi586167	323.3062153431158
gi22976226	gi1174891	323.3062153431158
gi22976226	gi5913962	323.3062153431158
gi22976226	gi15611138	323.3062153431158
gi22976226	gi16974911	323.3062153431158
gi22976226	gi13605430	323.3062153431158
gi22976226	gi14278353	323.3062153431158
gi22976226	gi7245484	323.3062153431158
gi22976226	gi16974909	323.3062153431158
gi22976226	gi14192678	323.3062153431158
gi22976226	gi731075	323.3062153431158
gi22976226	gi43635	323.3062153431158
gi22976226	gi19338960	323.3062153431158
gi22976226	gi1174887	323.3062153431158
gi22976226	gi15925280	323.3062153431158
gi22976226	gi7320802	323.3062153431158
gi22976226	gi15608987	323.3062153431158
gi22976226	gi886331	323.3062153431158
gi22976226	gi21219743	323.3062153431158
gi22976226	gi3688063	323.3062153431158
gi22976226	gi1718044	323.3062153431158
gi22976226	gi16122873	323.3062153431158
gi22976226	gi17986930	323.3062153431158
gi22976226	gi23502230	323.3062153431158
gi22976226	gi1174889	323.3062153431158
gi22976226	gi2501623	323.3062153431158
gi22976226	gi2507522	323.3062153431158
gi22976226	gi6633958	323.3062153431158
gi22976226	gi22831365	323.3062153431158
gi22976226	gi19856524	179.39794000867204
gi22976226	gi421269	179.15490195998575
gi22976226	gi13357995	178.69897000433602
gi22976226	gi9967069	178.69897000433602
gi22976226	gi22125140	178.0
gi22976226	gi7272374	177.52287874528034
gi22976226	gi4545295	176.0
gi22976226	gi137071	175.09691001300806
gi22976226	gi914897	168.15490195998575
gi22976226	gi21637205	140.15490195998575
gi22976226	gi21637208	139.39794000867204
gi22976226	gi21637192	136.52287874528034
gi22976226	gi21637244	135.69897000433602
gi22976226	gi21637202	135.22184874961636
gi22976226	gi21637179	135.0
gi22976226	gi18478562	5.522878745280337
gi22976226	gi21362600	5.301029995663981
gi22976226	gi3122248	4.698970004336019
gi22976226	gi22218649	4.221848749616356
gi22976226	gi3122243	4.154901959985743
gi22976226	gi9931313	4.0
gi22976226	gi3122249	3.154901959985743
gi22976226	gi23062845	3.0
gi22976226	gi21730171	2.3010299956639813
gi22976226	gi23200220	2.154901959985743
gi22976226	gi6226558	2.154901959985743
gi22976226	gi11890745	2.0969100130080562
gi22976226	gi12644702	2.0969100130080562
gi22976226	gi3287879	2.0457574905606752
gi22976226	gi13022196	2.0457574905606752
gi22976226	gi15595638	2.0
gi22976226	gi3334230	2.0
gi22976226	gi16078614	1.408935392973501
gi22976226	gi16080988	1.2676062401770316
gi22976226	gi16078516	1.2596373105057561
gi22976226	gi3122654	1.0177287669604316
gi22976226	gi3287876	0.958607314841775
gi22976226	gi16767756	0.9208187539523752
gi22976226	gi4033703	0.9208187539523752
gi22976226	gi22988246	0.744727494896694
gi22976226	gi16132149	0.5528419686577808
gi22976226	gi24115394	0.5376020021010439
gi22976226	gi15804904	0.37675070960209955
gi22976226	gi16763320	0.3467874862246563
gi22976226	gi13194736	0.0
gi22976226	gi16130785	0.0
gi22976226	gi887833	0.0
gi22976226	gi3182927	0.0
gi22976226	gi1346930	0.0
gi22976226	gi6141557	0.0
gi22976226	gi6753960	0.0
gi22976226	gi15803420	0.0
gi22976226	gi20270696	0.0
gi22976226	gi15833010	0.0
gi22976226	gi28373486	0.0
gi22976226	gi20141178	0.0
gi22976226	gi6330926	0.0
gi22976226	gi11837778	0.0
gi22976226	gi4758426	0.0
gi22976226	gi13929094	0.0
gi22976226	gi7533042	0.0
gi22976226	gi17432321	0.0
gi22976226	gi6322218	0.0
gi22976226	gi171366	0.0
gi22976226	gi3287737	0.0
gi22976226	gi16762096	0.0
gi22976226	gi16766629	0.0
gi22976226	gi8895751	0.0
gi22976226	gi15833269	0.0
gi22976226	gi348315	0.0
gi3915207	gi16272483	323.3062153431158
gi3915207	gi23020534	323.3062153431158
gi3915207	gi15612817	323.3062153431158
gi3915207	gi23000615	323.3062153431158
gi3915207	gi586164	323.3062153431158
gi3915207	gi7245484	323.3062153431158
gi3915207	gi14278353	323.3062153431158
gi3915207	gi14599161	323.3062153431158
gi3915207	gi15800666	323.3062153431158
gi3915207	gi15966223	323.3062153431158
gi3915207	gi731075	323.3062153431158
gi3915207	gi13474128	323.3062153431158
gi3915207	gi1073151	323.3062153431158
gi3915207	gi137070	323.3062153431158
gi3915207	gi15807978	323.3062153431158
gi3915207	gi2624847	323.3062153431158
gi3915207	gi7245287	323.3062153431158
gi3915207	gi14579320	323.3062153431158
gi3915207	gi19070377	323.3062153431158
gi3915207	gi17231162	323.3062153431158
gi3915207	gi15889672	323.3062153431158
gi3915207	gi16080717	323.3062153431158
gi3915207	gi23126033	323.3062153431158
gi3915207	gi10336584	323.3062153431158
gi3915207	gi23058236	323.3062153431158
gi3915207	gi137074	323.3062153431158
gi3915207	gi23501177	323.3062153431158
gi3915207	gi227457	323.3062153431158
gi3915207	gi23101955	323.3062153431158
gi3915207	gi4249601	323.3062153431158
gi3915207	gi13959023	323.3062153431158
gi3915207	gi5913962	323.3062153431158
gi3915207	gi22976226	323.3062153431158
gi3915207	gi137073	323.3062153431158
gi3915207	gi17987935	323.3062153431158
gi3915207	gi15600061	323.3062153431158
gi3915207	gi23039910	323.3062153431158
gi3915207	gi15611138	323.3062153431158
gi3915207	gi23027998	323.3062153431158
gi3915207	gi16974911	323.3062153431158
gi3915207	gi13605430	323.3062153431158
gi3915207	gi17546751	323.3062153431158
gi3915207	gi12313641	323.3062153431158
gi3915207	gi3659633	323.3062153431158
gi3915207	gi16974909	323.3062153431158
gi3915207	gi22988607	323.3062153431158
gi3915207	gi14599435	323.3062153431158
gi3915207	gi14599415	323.3062153431158
gi3915207	gi2708800	323.3062153431158
gi3915207	gi15220459	323.3062153431158
gi3915207	gi1174889	323.3062153431158
gi3915207	gi14599413	323.3062153431158
gi3915207	gi19310948	323.3062153431158
gi3915207	gi586167	323.3062153431158
gi3915207	gi22297549	323.3062153431158
gi3915207	gi16329675	323.3062153431158
gi3915207	gi16122873	323.3062153431158
gi3915207	gi1718044	323.3062153431158
gi3915207	gi1174887	323.3062153431158
gi3915207	gi43635	323.3062153431158
gi3915207	gi1174891	323.3062153431158
gi3915207	gi15925280	323.3062153431158
gi3915207	gi17402589	323.3062153431158
gi3915207	gi19338960	323.3062153431158
gi3915207	gi2340847	323.3062153431158
gi3915207	gi23136289	323.3062153431158
gi3915207	gi421269	323.3062153431158
gi3915207	gi14192678	323.3062153431158
gi3915207	gi7839375	323.3062153431158
gi3915207	gi7320802	323.3062153431158
gi3915207	gi225714	323.3062153431158
gi3915207	gi224797	323.3062153431158
gi3915207	gi465008	323.3062153431158
gi3915207	gi22125140	323.3062153431158
gi3915207	gi167228	323.3062153431158
gi3915207	gi2507522	323.3062153431158
gi3915207	gi2501620	323.3062153431158
gi3915207	gi3688063	323.3062153431158
gi3915207	gi19856524	323.3062153431158
gi3915207	gi17986930	323.3062153431158
gi3915207	gi2501623	323.3062153431158
gi3915207	gi21219743	323.3062153431158
gi3915207	gi13357995	323.3062153431158
gi3915207	gi23502230	323.3062153431158
gi3915207	gi9967069	323.3062153431158
gi3915207	gi7272374	323.3062153431158
gi3915207	gi22831365	323.3062153431158
gi3915207	gi6633958	323.3062153431158
gi3915207	gi15608987	175.69897000433602
gi3915207	gi137071	175.22184874961636
gi3915207	gi4545295	174.30102999566398
gi3915207	gi886331	173.0
gi3915207	gi914897	172.52287874528034
gi3915207	gi21637205	137.30102999566398
gi3915207	gi21637208	136.69897000433602
gi3915207	gi21637244	134.69897000433602
gi3915207	gi21637179	133.69897000433602
gi3915207	gi21637192	132.04575749056067
gi3915207	gi21637202	131.52287874528034
gi3915207	gi23062845	1.958607314841775
gi3915207	gi16080988	1.8860566476931633
gi3915207	gi3334230	1.6989700043360187
gi3915207	gi15595638	1.6020599913279623
gi3915207	gi21362600	1.1870866433571443
gi3915207	gi18478562	1.1804560644581312
gi3915207	gi3122248	1.0915149811213503
gi3915207	gi4033703	0.8538719643217619
gi3915207	gi21730171	0.769551078621726
gi3915207	gi6226558	0.4559319556497244
gi3915207	gi11890745	0.431798275933005
gi3915207	gi3122243	0.3979400086720376
gi3915207	gi9931313	0.3279021420642826
gi3915207	gi22988246	0.0
gi3915207	gi8895751	0.0
gi3915207	gi15833269	0.0
gi3915207	gi15803675	0.0
gi3915207	gi17432321	0.0
gi3915207	gi11359582	0.0
gi3915207	gi16945394	0.0
gi3915207	gi348315	0.0
gi3915207	gi9837270	0.0
gi3915207	gi22218649	0.0
gi3915207	gi15803420	0.0
gi3915207	gi16130785	0.0
gi3915207	gi15833010	0.0
gi3915207	gi887833	0.0
gi3915207	gi20302047	0.0
gi3915207	gi15602430	0.0
gi3915207	gi6330926	0.0
gi3915207	gi4758426	0.0
gi3915207	gi11837778	0.0
gi3915207	gi21294381	0.0
gi3915207	gi17532699	0.0
gi3915207	gi3287879	0.0
gi21637208	gi586167	323.3062153431158
gi21637208	gi21637205	323.3062153431158
gi21637208	gi1174891	323.3062153431158
gi21637208	gi21637202	323.3062153431158
gi21637208	gi21637192	323.3062153431158
gi21637208	gi15611138	323.3062153431158
gi21637208	gi5913962	323.3062153431158
gi21637208	gi19338960	323.3062153431158
gi21637208	gi13605430	323.3062153431158
gi21637208	gi16974911	323.3062153431158
gi21637208	gi16974909	323.3062153431158
gi21637208	gi43635	323.3062153431158
gi21637208	gi21637244	323.3062153431158
gi21637208	gi21637179	323.3062153431158
gi21637208	gi14579320	159.69897000433602
gi21637208	gi23020534	148.39794000867204
gi21637208	gi586164	140.69897000433602
gi21637208	gi137073	140.30102999566398
gi21637208	gi137074	140.22184874961636
gi21637208	gi227457	140.04575749056067
gi21637208	gi10336584	138.0
gi21637208	gi15612817	137.69897000433602
gi21637208	gi23000615	136.69897000433602
gi21637208	gi4249601	136.69897000433602
gi21637208	gi19070377	136.15490195998575
gi21637208	gi15807978	135.30102999566398
gi21637208	gi17546751	135.04575749056067
gi21637208	gi16080717	134.52287874528034
gi21637208	gi12313641	134.09691001300806
gi21637208	gi15800666	134.0
gi21637208	gi23101955	133.69897000433602
gi21637208	gi17231162	133.52287874528034
gi21637208	gi22988607	133.22184874961636
gi21637208	gi22976226	133.0
gi21637208	gi16272483	133.0
gi21637208	gi7245484	132.69897000433602
gi21637208	gi15600061	132.69897000433602
gi21637208	gi14278353	132.52287874528034
gi21637208	gi13959023	132.52287874528034
gi21637208	gi17987935	132.52287874528034
gi21637208	gi3659633	132.39794000867204
gi21637208	gi23501177	132.39794000867204
gi21637208	gi23039910	132.04575749056067
gi21637208	gi23058236	132.0
gi21637208	gi14599161	131.52287874528034
gi21637208	gi15220459	131.39794000867204
gi21637208	gi2340847	131.39794000867204
gi21637208	gi23126033	131.30102999566398
gi21637208	gi17402589	131.30102999566398
gi21637208	gi22297549	131.22184874961636
gi21637208	gi15966223	131.22184874961636
gi21637208	gi1073151	131.15490195998575
gi21637208	gi3915207	130.69897000433602
gi21637208	gi16329675	130.39794000867204
gi21637208	gi23027998	130.22184874961636
gi21637208	gi731075	129.52287874528034
gi21637208	gi13474128	129.52287874528034
gi21637208	gi15889672	129.39794000867204
gi21637208	gi7839375	129.22184874961636
gi21637208	gi7320802	128.69897000433602
gi21637208	gi137070	128.52287874528034
gi21637208	gi2708800	128.04575749056067
gi21637208	gi2624847	127.69897000433602
gi21637208	gi7245287	127.09691001300806
gi21637208	gi14192678	127.0
gi21637208	gi19310948	126.39794000867204
gi21637208	gi23136289	126.22184874961636
gi21637208	gi14599413	126.0
gi21637208	gi14599435	126.0
gi21637208	gi14599415	125.69897000433602
gi21637208	gi15925280	125.0
gi21637208	gi1174887	124.22184874961636
gi21637208	gi3688063	122.0
gi21637208	gi22831365	121.69897000433602
gi21637208	gi465008	121.22184874961636
